Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Ywhae	Col6a3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col4a3bp	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col7a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Chchd6	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cadm1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Commd5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cobll1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cnbp	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Akap12	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chi3l1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Mecp2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coro6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dhx9	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd97	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cenpi	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh16	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cask	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cend1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cd200	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dcn	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cat	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ces3a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc92	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc90b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd81	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cept1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Creg1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx41	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cct3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc141	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Casq2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccsap	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccnt1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc50	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd74	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc88a	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Cbx5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc40	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc89	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cc2d1b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cend1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx47	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cct7	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cstf2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cct4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cars	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cct5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccar2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cebpz	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Casp3	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Dclk2	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Cers2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cbr4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Carkd	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cbr1	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdkn1b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces3b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cav2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd99l2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc5l	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Arfip2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccny	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cebpa	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cbl	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Cbr3	16615898|16944949	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Ywhae	Celf3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc37	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cbx3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Catsper2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cast	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cbwd1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chad	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cep131	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk11b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2e	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc47	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccdc22	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cplx1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cd74	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cav1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk9	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cbr2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Coro2b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col4a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox6a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cct6a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccar1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coil	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces1c	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Aldh8a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ceacam12	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cyp2c37	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cald1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Akr1b10	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd2bp2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces1e	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk7	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cfd	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ceacam11	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2c	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cecr5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd163	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Carhsp1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnaja4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dcx	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Ccdc86	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Celf3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cd151	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cbx1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cops8	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cfl1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2g	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Col1a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cherp	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2e	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cyp2d9	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox20	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ces1f	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cers2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dab2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cbr2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cstf1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox7a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd2ap	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cep170	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dpp3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk12	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cfdp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Copb2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chd1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ces1d	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc42	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc16	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk7	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk13	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd99	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cat	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Decr2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dlat	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coq9	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx47	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc37	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh13	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdc73	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnaja3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Crmp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dek	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd68	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd81	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Celf1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Crat	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Celf4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Crip2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx17	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox7a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dhrs4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cwf19l2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnttip1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dhrs9	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnajb4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnmt3a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd36	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dpy30	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnm3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnpep	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ak3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx24	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx6	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dars	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dhdh	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dock1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Csnk2a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dpep1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx39a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dach1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dgkb	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx42	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx39b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Des	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dhx15	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx50	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dohh	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx3x	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dazap1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dock8	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Dhrs7	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnajc11	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccar2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Akr1a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dcps	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dgkz	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dguok	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dag1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	D8Ertd738e	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cbll1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddost	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ak2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlst	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dcn	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dbi	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dld	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlg4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dpp8	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlg1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Des	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dao	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dcxr	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	D3Ertd751e	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dhtkd1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Csl	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dock7	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dido1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx21	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cpt2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dctn2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dbt	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dctn4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox20	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx54	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx46	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnajc3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Akr1b1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dhx30	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlg3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnaja2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cpsf2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dclk1	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cenpv	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnttip2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnajc6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Caskin1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cyp4f15	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dmtn	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ehd2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlgap4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dpy30	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dst	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dkc1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dlgap4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Apoa1bp	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnm1l	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dmgdh	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dach1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dnttip1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dap3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnmt1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Acaa1a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Atpif1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ddx20	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cradd	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ap2b1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
