Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Pou5f1	Cul4b	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Ctbp1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dnajc13	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cnot1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hcfc1	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Hadha	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Brd4	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Klf5	20362541|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	2810474O19Rik	20362541	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Leo1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Esrrb	18662995|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Kif11	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cct5	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Chd3	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dnaja1	20362542|20362542|22083510	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hells	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Gatad2a	20362542|20362542|22083510|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Creb1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Chd1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Msh6	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Matr3	20362542|20362542|22083510	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cct2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Frg1	20362541|22083510|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Esrrb	20362541	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Ddx47	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Amotl2	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Arid3b	22083510|20362541|20362542|17093407|20362542|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cabin1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cdc20	22084091	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cct7	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Csnk2a1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ep400	20362541|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Smarcc1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ilf2	17093407	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	2210018M11Rik	20362541	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Mbd3	20362541	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist1h1c	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ino80	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hnrnpab	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Jmjd1c	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Mta1	20362541|20362542|20362541|18454139	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Zcchc11	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Rtn4	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Sox15	15863505	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Mcm5	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	L1td1	22083510|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Kat7	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Sox2	23108051|15863505|20362541|23108051|20362541	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Lrrc47	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ewsr1	17093407|15917470	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Pou5f1	Anxa2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Fen1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Actr3	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ahnak	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Foxp4	20362541|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Elavl1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dnmt3a	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hdac2	17093407	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ap2m1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ddx4	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ddb1	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Acin1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Atp1a1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cct3	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Emsy	20362541	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Top2a	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Lig3	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cdc73	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Mga	20362541|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Gcn1l1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hdac1	22083510|20362542|20362541|20362542|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)"
Pou5f1	Etf1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Helz	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hnrnpl	22083510|20362542	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Kdm1a	20362541|20362542|20362541|20362542|22083510	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ifi202	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Hk2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ckap5	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Chd4	20362541|22083510|20362541|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cct4	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist4h4	23798425	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Col18a1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ddb1	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Dhx9	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hnrnpu	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Lrrc40	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Arid1a	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Atxn10	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Gli2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Mdc1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dnaja2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist1h4h	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Hist1h4b	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Esrrg	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Gfap	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Jade1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cmas	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Lamb1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Msh6	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Bptf	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Brwd1	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cnn3	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Chd5	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Bzw2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Brd3	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Bap18	20362541	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Mfap1b	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Kpna2	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Eef2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Tet1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Kpna3	20362542|20362542	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Pou5f1	Atf2	20362542|20362542	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Pou5f1	Klf4	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ctcf	19536159	MI:0465(dip)
Pou5f1	Idh3b	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hcfc1	20362541	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Gtf2i	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cdh1	23444350	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist1h3e	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hcfc1	22083510|20362542|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Gnb1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dbt	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cetn2	21962512	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Hira	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cad	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cpsf2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Actl6a	20362542|20362542|22083510	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Lims1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist1h3b	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Dnmt3l	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Flnb	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cul4b	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist3h2bb-ps	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cubn	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cdk1	23108051|17093407|23108051	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Pou5f1	Hells	20362541|22083510|20362542|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cdk3-ps	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Gigyf2	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	H3	23798425	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cpsf1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ctnnb1	22083510|23444350	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Dpf2	20362541|17093407|22083510|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Cul4b	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Lamc1	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hist3h2bb	20362542	"psi-mi:""MI:0469""(IntAct)"
Pou5f1	Hdac2	20362541|18454139|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Pou5f1	Flna	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Emd	20362542|20362542	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ehd4	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Ctbp2	22083510|20362542|20362541|20362542|20362541	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Akap8	20362541|22083510|20362541	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pou5f1	Hnrnpu	20362542	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Esrrb	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou5f1	Fubp3	22083510	"psi-mi:""MI:0463""(biogrid)"
Pou6f1	Stat3	20211142	"psi-mi:""MI:0463""(biogrid)"
Pou6f1	Pou6f2	20211142	"psi-mi:""MI:0463""(biogrid)"
Ppara	Gata6	11724781	"psi-mi:""MI:0463""(biogrid)"
Ppara	Gata1	11724781	"psi-mi:""MI:0463""(biogrid)"
Ppara	Gata4	11724781	"psi-mi:""MI:0463""(biogrid)"
Ppara	Sirt1	19356714	"psi-mi:""MI:0486""(UniProt)"
Ppara	Rxra	20211142	"psi-mi:""MI:0463""(biogrid)"
Ppara	Stat6	21149710	MI:0465(dip)
Ppara	Gata3	11724781	"psi-mi:""MI:0463""(biogrid)"
Ppard	Rxra	20211142	"psi-mi:""MI:0463""(biogrid)"
Ppard	Ncor1	22078881	"psi-mi:""MI:0469""(IntAct)"
Ppard	Scand1	10393183	"psi-mi:""MI:0463""(biogrid)"
Ppard	Rxrg	20211142	"psi-mi:""MI:0463""(biogrid)"
Pparg	Des	23297177	"psi-mi:""MI:0463""(biogrid)"
Pparg	Foxp3	22722857	MI:0465(dip)
Pparg	Hdac1	16431920	"psi-mi:""MI:0463""(biogrid)"
Pparg	Ppargc1a	15687259|25368164	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pparg	Sp1	11777901	"psi-mi:""MI:0463""(biogrid)"
Pparg	Tgfb1i1	15687259	"psi-mi:""MI:0463""(biogrid)"
Pparg	Usp7	24072712	"psi-mi:""MI:0463""(biogrid)"
Pparg	Prdm16	22863012	"psi-mi:""MI:0469""(IntAct)"
Pparg	Vim	23297177	"psi-mi:""MI:0463""(biogrid)"
Pparg	Noct	20498072	MI:0465(dip)
Pparg	Hdac3	16431920	"psi-mi:""MI:0463""(biogrid)"
Pparg	Ncoa2	22664386	"psi-mi:""MI:0463""(biogrid)"
Pparg	Ubc	22294748|19148122	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Pparg	Rxra	22573555	"psi-mi:""MI:0463""(biogrid)"
Pparg	Scand1	10393183	"psi-mi:""MI:0463""(biogrid)"
Pparg	Sirt1	15175761|15175761	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Pparg	Ppm1b	23320500	"psi-mi:""MI:0463""(biogrid)"
Pparg	Men1	19596783	"psi-mi:""MI:0463""(biogrid)"
Pparg	Pias2	15123625	"psi-mi:""MI:0463""(biogrid)"
Pparg	Med14	20194623	"psi-mi:""MI:0463""(biogrid)"
Pparg	Abl1	25368164	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Hnf4a	15744310	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Mybbp1a	14744933	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Esrra	19690166	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Irf4	24995979	"psi-mi:""MI:0469""(IntAct)"
Ppargc1a	Sirt1	15744310|15716268	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0486""(UniProt)"
Ppargc1a	Nr1h3	20211142	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Ppara	20392859	MI:0974(innatedb)
Ppargc1a	Lrpprc	17050673	"psi-mi:""MI:0486""(UniProt)"
Ppargc1a	Esrrb	18509053	MI:0465(dip)
Ppargc1a	Yy1	18046414	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Lhb	21108604	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Ewsr1	25918410	"psi-mi:""MI:0463""(biogrid)"
Ppargc1a	Esrrg	18509053	MI:0465(dip)
Ppargc1b	Lrpprc	17050673	"psi-mi:""MI:0486""(UniProt)"
Ppia	Hdac1	17071620	"psi-mi:""MI:0463""(biogrid)"
Ppia	Aifm1	20360685|20360685	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppia	Mbd2	17071620	"psi-mi:""MI:0463""(biogrid)"
Ppif	C1qbp	20950273	"psi-mi:""MI:0486""(UniProt)"
Ppif	Itpr1	24947355	"psi-mi:""MI:0469""(IntAct)"
Ppl	Akt1	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppl	Bfsp1	19029034	"psi-mi:""MI:0463""(biogrid)"
Ppl	Bfsp2	19029034	"psi-mi:""MI:0463""(biogrid)"
Ppl	Vim	19029034|12244133	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppm1a	Pcdh9	15905963	"psi-mi:""MI:0463""(biogrid)"
Ppm1a	Pcdh11x	15905963	"psi-mi:""MI:0463""(biogrid)"
Ppm1a	Pcdh1	15905963	"psi-mi:""MI:0463""(biogrid)"
Ppm1g	Btk	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Skp1a	17274640|17274640	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Cdkn2a	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Pcna	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Hspa1b	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Eif2s1	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Hdac1	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Nek2	17274640|17274640	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Rb1	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Max	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Apaf1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Mapt	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Ccna1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Atm	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Tsc1	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Max	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Tnnc1	MINT-8293205|19506933	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp1ca	Ptk2	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Skp1	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Ppp2r4	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Bcl2	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Axin1	MINT-8292094|19581931	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp1ca	Ccnb1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Apc	15327768	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Cdc34	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Id2	17274640|17274640|17274640	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Eif2a	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Ccnd3	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Pcna	17274640|17274640	"MI:0974(innatedb)|psi-mi:""MI:0469""(IntAct)"
Ppp1ca	Lbr	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Ccne1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1ca	Atr	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cb	Hspa1b	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cb	Ccnb1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cb	Rb1	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1cb	Ccnd3	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cb	Max	17274640|17274640	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Tp53	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Trp53	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Cdkn2a	17274640|17274640	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Cdk1	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Cdk4	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Esr1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Cdk2	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Skp1a	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Cdc34	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Eif2a	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Stx1a	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Max	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Ppp1cc	17274640	"psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Bcl2	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Wbp11	14640981	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Bax	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Rb1	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Tsg101	17274640|17274640	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Bcl2l1	17274640|17274640	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp1cc	Egfr	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Gsk3a	17274640|17274640	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Ccnd3	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Hspa1b	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Ccnb1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Ccnd1	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1cc	Pcna	17274640	"psi-mi:""MI:0463""(biogrid)"
Ppp1r13b	Traf3	25072696	"psi-mi:""MI:0463""(biogrid)"
Ppp1r15a	Kif3a	10631107	"psi-mi:""MI:0463""(biogrid)"
Ppp1r18	Traf1	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppp1r9b	Gnb5	18439408	"psi-mi:""MI:0486""(UniProt)"
Ppp1r9b	Dcx	14550532	"psi-mi:""MI:0463""(biogrid)"
Ppp1r9b	Rgs9	18439408	"psi-mi:""MI:0486""(UniProt)"
Ppp1r9b	Oprm1	18439408	"psi-mi:""MI:0486""(UniProt)"
Ppp2ca	Unc5b	21172653	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Rras	17163575	MI:0974(innatedb)
Ppp2ca	Ppp2r1a	19818709|9920888|MINT-8289633	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ppp2ca	Pak1	23063725	MI:0974(innatedb)
Ppp2ca	Abl2	17163575	MI:0974(innatedb)
Ppp2ca	Dpt	17163575	MI:0974(innatedb)
Ppp2ca	Nos2	20100830	MI:0974(innatedb)
Ppp2ca	Hist1h1a	16170352	"psi-mi:""MI:0463""(biogrid)"
